SKU,Comments
LDSST64E274,"Standalone — no extra item"
LDSSTRE274,"Standalone — no extra item"
LDST185B224,"Standalone — no extra item"
LDST185E274,"Standalone — no extra item"
LDST45E274,"Standalone — no extra item"
LDST64B224,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LDST64B226,"Not listed on Shopify"
LDST64B228,"Standalone — no extra item"
LDST64E274GR,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LDST64E274RE,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LDST64E278,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LDT185E274,"Standalone — no extra item"
LDUSB5OABM,"Not listed on Shopify"
LDUSB5OAWH,"Not listed on Shopify"
LDUSB5SABM,"Not listed on Shopify"
LDWA0E274,"Not listed on Shopify"
LDWA60E278,"Not listed on Shopify"
LDWC35E272,"Not listed on Shopify"
LDWC35E274,"Not listed on Shopify"
LDWG125E278,"Not listed on Shopify"
LDWG95E274,"Not listed on Shopify"
LDWG95E278,"Not listed on Shopify"
LDWST64E274,"Not listed on Shopify"
LDWST64E278,"Not listed on Shopify"
LDWT185E273,"Not listed on Shopify"
LDWWB2212,"Standalone — no extra item"
LDWWB2215,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LDWWB2218,"Standalone — no extra item"
LDWWB2225,"Standalone — no extra item"
LDWWB223,"Standalone — no extra item"
LDWWB225,"Standalone — no extra item"
LDWWB227,"Standalone — no extra item"
LDWWB229,"Standalone — no extra item"
LDWWCOE144,"Not listed on Shopify"
LDWWE2712,"Standalone — no extra item"
LDWWE2715,"Standalone — no extra item"
LDWWE2718,"Standalone — no extra item"
LDWWE2725,"Standalone — no extra item"
LDWWE273,"Standalone — no extra item"
LDWWE275,"Standalone — no extra item"
LDWWE277,"Standalone — no extra item"
LDWWE279,"Standalone — no extra item"
ICC35E1460,"Standalone — no extra item"
ICG125B2240,"Standalone — no extra item"
ICG125B2260,"Standalone — no extra item"
ICG125E2740,"Standalone — no extra item"
ICG125E2760,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
ICG80B2260,"Standalone — no extra item"
ICG80E2760,"Standalone — no extra item"
ICG95B2240,"Standalone — no extra item"
ICG95B2260,"Standalone — no extra item"
ICG95E2740,"Standalone — no extra item"
ICG95E2760,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
ICMUSHB2240,"Not listed on Shopify"
ICMUSHB2260,"Standalone — no extra item"
ICMUSHE2760,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
ICSC35E1460,"Standalone — no extra item"
ICSD80E2760,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
ICSG125E2760,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
ICSG95E2760,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
ICSST64E2760,"Not listed on Shopify"
ICST185E2760,"Standalone — no extra item"
ICST64B2240,"Not listed on Shopify"
ICST64B2260,"Standalone — no extra item"
ICST64E27,"Combined with 1m Black Ceiling Pendant Light (PHHR1BMTBM)"
ICST64E2740,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
ICST64E2760,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
ICT130B2260,"Standalone — no extra item"
ICT130E2760,"Standalone — no extra item"
ICT185B2260,"Standalone — no extra item"
ICT185E2760,"Standalone — no extra item"
ICT300B2260,"Not listed on Shopify"
ICT45B2260,"Standalone — no extra item"
ICT45E2760,"Standalone — no extra item"
LDCWA60HE277,"Standalone — no extra item"
LDMT1852E274,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LLBHO85CW9W,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LLBHO95CW12W,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LLBHR115CW15W,"Not listed on Shopify"
LLBHR115CW9W,"Standalone — no extra item"
LLBHR150CW15W,"Not listed on Shopify"
LLBHR195CW24W,"Not listed on Shopify"
LLRO10W,"Standalone — no extra item"
LLRO165CW8W,"Not listed on Shopify"
LLRO168CW8W,"Standalone — no extra item"
LLRO18W,"Standalone — no extra item"
LLRO220CW18W,"Sold as 5 Pack — not on LEDSone, Electricalsone listing"
LLRO220CW8W,"Not listed on Shopify"
LLRO223CW18W,"Not listed on Shopify"
LLRO24W,"Standalone — no extra item"
LLRO295CW24W,"Not listed on Shopify"
LLRO300CW24W,"Not listed on Shopify"
LLRO36W,"Standalone — no extra item"
LLRO5W,"Standalone — no extra item"
LLRO90CW3W,"Not listed on Shopify"
LLROCW12,"Standalone — no extra item"
LLROCW18,"Standalone — no extra item"
LLROCW24,"Standalone — no extra item"
LLROCW5,"Standalone — no extra item"
LLROCW9,"Standalone — no extra item"
LLROWB15W,"Standalone — no extra item"
LLROWB22W,"Standalone — no extra item"
LLROWB5W,"Standalone — no extra item"
LLROWB9W,"Standalone — no extra item"
LLSQ10W,"Standalone — no extra item"
LLSQ18W,"Standalone — no extra item"
LLSQ24W,"Standalone — no extra item"
LLSQ36W,"Standalone — no extra item"
LLSQWB15W,"Standalone — no extra item"
LLSQWB22W,"Standalone — no extra item"
LLSQWB5W,"Standalone — no extra item"
LLSQWB9W,"Standalone — no extra item"
LP3DRC12,"Standalone — no extra item"
LP3DRC18,"Standalone — no extra item"
LP3DRC5,"Standalone — no extra item"
LP3DRC7,"Standalone — no extra item"
LP3DRW12,"Standalone — no extra item"
LP3DRW18,"Standalone — no extra item"
LP3DRW5,"Standalone — no extra item"
LP3DRW7,"Standalone — no extra item"
LPBZCW5W,"Standalone — no extra item"
LPBZWW5W,"Standalone — no extra item"
LPCZCW6W,"Standalone — no extra item"
LPCZWW6W,"Standalone — no extra item"
LPM50CW9W,"Not listed on Shopify"
LPMC50CW7W,"Sold as 5 Pack"
LPMC50CW9W,"Sold as 5 Pack"
LPMP50CW7W,"Not listed on Shopify"
LPMP50CW9W,"Standalone — no extra item"
LPRO12W,"Standalone — no extra item"
LPRO223CW18W,"Not listed on Shopify"
LPRO3W,"Standalone — no extra item"
LPRO5W,"Not listed on Shopify"
LPRO7W,"Not listed on Shopify"
LPRO90CW7WWH,"Not listed on Shopify"
LPRO92CW7WWH,"Not listed on Shopify"
LPRO9W,"Standalone — no extra item"
LPROCL10W,"Standalone — no extra item"
LPROCL15W,"Standalone — no extra item"
LPROCL30W,"Standalone — no extra item"
LPROMO15W,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LPROMO20W,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
LPSQ12W,"Standalone — no extra item"
LPSQ3W,"Standalone — no extra item"
LPSQ5W,"Standalone — no extra item"
LPSQ7W,"Standalone — no extra item"
LPSQ9W,"Standalone — no extra item"
LPWZCW5W,"Standalone — no extra item"
LQAP,"Standalone — no extra item"
LQDO,"Standalone — no extra item"
LQDR,"Standalone — no extra item"
LQDR1,"Standalone — no extra item"
LQDR3,"Standalone — no extra item"
LQH,"Standalone — no extra item"
LQK,"Standalone — no extra item"
LQP,"Standalone — no extra item"
LQSR,"Standalone — no extra item"
LQT,"Standalone — no extra item"
12ASIP20100,"Standalone — no extra item"
12ASIP20150,"Standalone — no extra item"
12ASIP20200,"Standalone — no extra item"
12ASIP20300,"Standalone — no extra item"
12ASIP2060,"Standalone — no extra item"
12AT36,"Standalone — no extra item"
12AT60,"Standalone — no extra item"
12BO100,"Standalone — no extra item"
12BO18,"Standalone — no extra item"
12BO28,"Standalone — no extra item"
12BO48,"Standalone — no extra item"
12BO72,"Standalone — no extra item"
12CAT12,"Not listed on Shopify"
12CAT3,"Not listed on Shopify"
12DE2P10A,"Standalone — no extra item — not on LEDSone, LED Sone FR listing (not in pounds)"
12DE2P2A,"Standalone — no extra item — not on LEDSone, LED Sone FR listing (not in pounds)"
12DE2P5A,"Standalone — no extra item — not on LEDSone, LED Sone FR listing (not in pounds)"
12IP20100,"Standalone — no extra item"
12IP2012,"Standalone — no extra item"
12IP20120,"Standalone — no extra item"
12IP20130,"Not listed on Shopify"
12IP2015,"Standalone — no extra item"
12IP20150,"Standalone — no extra item"
12IP20160,"Not listed on Shopify"
12IP20180,"Standalone — no extra item"
12IP2020,"Not listed on Shopify"
12IP20200,"Standalone — no extra item"
12IP2024,"Standalone — no extra item"
12IP20240,"Standalone — no extra item"
12IP20250,"Standalone — no extra item — not on LEDSone, Dcvoltage listing"
12IP2030,"Standalone — no extra item"
12IP20300,"Standalone — no extra item"
12IP2036,"Standalone — no extra item"
12IP20360,"Standalone — no extra item"
12IP2040,"Standalone — no extra item"
12IP20400,"Standalone — no extra item"
12IP20450,"Not listed on Shopify"
12IP20480,"Standalone — no extra item"
12IP2050,"Standalone — no extra item — not on LEDSone, Relicelectrical listing (not in pounds)"
12IP20500,"Standalone — no extra item"
12IP2060,"Standalone — no extra item"
12IP20600,"Standalone — no extra item"
12IP2072,"Not listed on Shopify"
12IP20720,"Standalone — no extra item"
12IP2080,"Standalone — no extra item"
12IP2096,"Not listed on Shopify"
12IP6710,"Standalone — no extra item"
12IP67100,"Standalone — no extra item"
12IP67120,"Standalone — no extra item"
12IP67120OL2,"Standalone — no extra item"
12IP6715,"Standalone — no extra item"
12IP67150,"Standalone — no extra item"
12IP6720,"Standalone — no extra item"
12IP67200,"Standalone — no extra item"
12IP67200OL3,"Standalone — no extra item"
12IP6724,"Standalone — no extra item"
12IP67250,"Standalone — no extra item"
12IP6730,"Standalone — no extra item"
12IP67300,"Standalone — no extra item"
12IP67350,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
12IP67350OL3,"Standalone — no extra item"
12IP6736,"Standalone — no extra item"
12IP6740,"Standalone — no extra item"
12IP6745,"Standalone — no extra item"
12IP6750,"Standalone — no extra item"
12IP67500,"Not listed on Shopify"
12IP6760,"Standalone — no extra item"
12IP6760OL2,"Standalone — no extra item"
12IP6780,"Standalone — no extra item"
12MIP20100,"Standalone — no extra item"
12MIP20120,"Standalone — no extra item"
12MIP2015,"Standalone — no extra item"
12MIP20150,"Standalone — no extra item"
12MIP20180,"Standalone — no extra item"
12MIP20200,"Standalone — no extra item"
12MIP2024,"Standalone — no extra item"
12MIP20240,"Standalone — no extra item"
12MIP2025,"Standalone — no extra item"
12MIP20250,"Standalone — no extra item"
12MIP2030,"Not listed on Shopify"
12MIP20360,"Standalone — no extra item"
12MIP2040,"Not listed on Shopify"
12MIP2060,"Standalone — no extra item"
12MIP2080,"Standalone — no extra item"
12OENWE12,"Standalone — no extra item"
12RNPF240,"Not listed on Shopify"
12RNPF400,"Not listed on Shopify"
12RPIP245400,"Standalone — no extra item"
12RPIP45100,"Standalone — no extra item"
12RPIP45150,"Standalone — no extra item"
12RPIP45200,"Standalone — no extra item"
12RPIP45250,"Standalone — no extra item"
12RPIP45300,"Standalone — no extra item"
12RPIP45400,"Standalone — no extra item"
12RPIP454002,"Not listed on Shopify"
12RPIP4560,"Standalone — no extra item"
12SAN15,"Standalone — no extra item"
12SAN35,"Standalone — no extra item"
12SAN60,"Standalone — no extra item"
12SAN7,"Standalone — no extra item"
12SIP67100,"Standalone — no extra item"
12SIP67150,"Standalone — no extra item"
12SIP67200,"Standalone — no extra item"
12SIP6760,"Standalone — no extra item"
12UK3P10A,"Standalone — no extra item"
12UK3P1A,"Standalone — no extra item"
12UK3P2A,"Standalone — no extra item"
12UK3P5A,"Standalone — no extra item"
12UK3P6A,"Standalone — no extra item"
12UK3P8A,"Standalone — no extra item"
12UK3PON,"Standalone — no extra item"
12VBW12W,"Not listed on Shopify"
12VW15W,"Not listed on Shopify"
12VW6W,"Not listed on Shopify"
12VWMR166W,"Not listed on Shopify"
12WC12,"Standalone — no extra item"
12WC24,"Standalone — no extra item"
12WC36,"Standalone — no extra item"
12WE9,"Not listed on Shopify"
24IP20120,"Standalone — no extra item"
24IP2015,"Not listed on Shopify"
24IP20180,"Standalone — no extra item"
24IP20200,"Standalone — no extra item"
24IP2024,"Standalone — no extra item"
24IP20240,"Standalone — no extra item"
24IP20300,"Standalone — no extra item"
24IP2036,"Not listed on Shopify"
24IP20360,"Standalone — no extra item"
24IP20400,"Standalone — no extra item"
24IP20430,"Not listed on Shopify"
24IP2048,"Standalone — no extra item"
24IP20480,"Standalone — no extra item"
24IP2060,"Not listed on Shopify"
24IP2072,"Standalone — no extra item"
24IP2096,"Not listed on Shopify"
24IP6710,"Standalone — no extra item"
24IP67100,"Standalone — no extra item"
24IP67120,"Standalone — no extra item"
24IP6715,"Standalone — no extra item"
24IP67150,"Standalone — no extra item"
24IP6720,"Standalone — no extra item"
24IP67200,"Standalone — no extra item"
24IP6724,"Standalone — no extra item"
24IP6730,"Standalone — no extra item"
24IP6736,"Standalone — no extra item"
24IP6745,"Standalone — no extra item"
24IP6750,"Standalone — no extra item"
24IP6760,"Standalone — no extra item"
24IP6780,"Standalone — no extra item"
5IP2010,"Standalone — no extra item"
5IP20100,"Standalone — no extra item"
5IP20140,"Not listed on Shopify"
5IP20150,"Standalone — no extra item"
5IP20190,"Not listed on Shopify"
5IP2020,"Standalone — no extra item"
5IP20200,"Standalone — no extra item"
5IP2025,"Standalone — no extra item"
5IP2028,"Standalone — no extra item"
5IP2030,"Standalone — no extra item"
5IP20300,"Standalone — no extra item"
5IP2036,"Not listed on Shopify"
5IP2040,"Not listed on Shopify"
5IP2050,"Standalone — no extra item"
5IP208,"Not listed on Shopify"
BC2W100,"Standalone — no extra item"
BC2W120,"Standalone — no extra item"
BC2W160,"Standalone — no extra item"
BC3W50,"Standalone — no extra item"
BC3W60,"Standalone — no extra item"
BC3W80,"Standalone — no extra item"
CBFA200BM,"Sold as 2 Pack"
CBFA200WH,"Sold as 2 Pack"
CBFF109,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CBFF119,"Standalone — no extra item"
CBFF140,"Not listed on Shopify"
CBFF140BM,"Standalone — no extra item"
CBFF140WH,"Standalone — no extra item"
CBFF168,"Standalone — no extra item"
CBFF170,"Standalone — no extra item"
CBFF200BM,"Standalone — no extra item"
CBFF200WH,"Standalone — no extra item"
CBFF230,"Standalone — no extra item"
CBFF240BM,"Not listed on Shopify"
CBFF330,"Not listed on Shopify"
CBFF90,"Standalone — no extra item"
CBFF95,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CBFFBM,"Not listed on Shopify"
CBFFWH,"Not listed on Shopify"
CBFMC,"Not listed on Shopify"
CBMP140BM,"Standalone — no extra item"
CBMP140WH,"Standalone — no extra item"
CBMPBD,"Standalone — no extra item"
CBMPBL,"Standalone — no extra item"
CBMPBM,"Standalone — no extra item"
CBMPGR,"Standalone — no extra item"
CBMPGY,"Standalone — no extra item"
CBMPOR,"Standalone — no extra item"
CBMPRE,"Standalone — no extra item"
CBMPWH,"Standalone — no extra item"
CBMPYE,"Standalone — no extra item"
CBSF-BRACKET - CA,"Not listed on Shopify"
CBSF100,"Standalone — no extra item"
CBSF105,"Standalone — no extra item"
CBSF110,"Standalone — no extra item"
CBSF115,"Standalone — no extra item"
CBSF120,"Standalone — no extra item"
CBSF125,"Standalone — no extra item"
CBSF135,"Standalone — no extra item"
CBSF140,"Standalone — no extra item"
CBSF145,"Standalone — no extra item"
CBSF155,"Standalone — no extra item"
CBSF165,"Standalone — no extra item"
CBSF170,"Standalone — no extra item"
CBSF175,"Standalone — no extra item"
CBSF185,"Standalone — no extra item"
CBSF190,"Standalone — no extra item"
CBSF195,"Standalone — no extra item"
CBSF205,"Standalone — no extra item"
CBSF235,"Standalone — no extra item"
CBSF295,"Standalone — no extra item"
CBSF40,"Standalone — no extra item"
CBSF45,"Standalone — no extra item"
CBSF50,"Standalone — no extra item"
CBSF55,"Standalone — no extra item"
CBSF60,"Standalone — no extra item"
CBSF65,"Standalone — no extra item"
CBSF70,"Standalone — no extra item"
CBSF75,"Standalone — no extra item"
CBSF80,"Standalone — no extra item"
CBSF85,"Standalone — no extra item"
CBSF90,"Standalone — no extra item"
CBSF95,"Standalone — no extra item"
CBSF95CL,"Not listed on Shopify"
CBSF95NA,"Not listed on Shopify"
CBSF95WH,"Not listed on Shopify"
CBSFBM,"Standalone — no extra item"
CBSFCL,"Standalone — no extra item"
CBSFEARTH,"Combined with Black 8 Way Ceiling Rose (CRFF2008BM), 5 Way Spring Lever Terminal Cable Connector (CO532AGY3PK), M4 x 12mm Pan Head Thread Screw (RWWD2PK), Screw wall plug (RWWP2PK), E27 Black Bakelite Holder PVC 2 Core (PHBL2PBRBM8PK) and Retro Industrial Ceiling Hook (SPUPBM8PK)"
CBSFNH95,"Standalone — no extra item"
CBSFRO115,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CBSFWH,"Standalone — no extra item"
CCBC12,"Standalone — no extra item"
CCBC18,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CCBC24,"Standalone — no extra item"
CCBC3,"Standalone — no extra item"
CCBC36,"Standalone — no extra item"
CCBC5,"Standalone — no extra item"
CCBC7,"Standalone — no extra item"
CCBC9,"Standalone — no extra item"
CCBKNWE12,"Standalone — no extra item"
CCBKNWE18,"Standalone — no extra item"
CCBKNWE25,"Standalone — no extra item"
CCBKNWE3,"Standalone — no extra item"
CCBKNWE36,"Standalone — no extra item"
CCBKNWE40,"Standalone — no extra item"
CCBKNWE48,"Standalone — no extra item"
CCBKNWE5,"Standalone — no extra item"
CCBKNWE50,"Standalone — no extra item"
CCBKNWE7,"Standalone — no extra item"
CCGNNSWE24,"Standalone — no extra item"
CCGNNSWE48,"Standalone — no extra item"
CCGNNWE24,"Standalone — no extra item"
CCGNNWE36,"Standalone — no extra item"
CCGNNWE48,"Standalone — no extra item"
CCGNNWE60,"Standalone — no extra item"
CCGRNWH50,"Standalone — no extra item"
CCIP6712,"Standalone — no extra item"
CCIP6724,"Standalone — no extra item"
CCIP673,"Not listed on Shopify"
CCIP6736,"Standalone — no extra item"
CCIP6745,"Standalone — no extra item"
CCIP675,"Not listed on Shopify"
CCIP677,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CCORNWH24,"Standalone — no extra item"
CCORNWH50,"Standalone — no extra item"
CCRDNWE50,"Standalone — no extra item"
CENU1001200WH,"Standalone — no extra item"
CENU19150BM,"Standalone — no extra item"
CENU19150WH,"Standalone — no extra item"
CENU25200BM,"Standalone — no extra item"
CENU25200WH,"Standalone — no extra item"
CENU36300BM,"Standalone — no extra item"
CENU36300WH,"Standalone — no extra item"
CENU4010WH,"Not listed on Shopify"
CENU4020WH,"Not listed on Shopify"
CENU46450BM,"Standalone — no extra item"
CENU46450WH,"Standalone — no extra item"
CENU50300BM,"Standalone — no extra item"
CENU50300WH,"Standalone — no extra item"
CENU70450BM,"Standalone — no extra item"
CENU70450WH,"Standalone — no extra item"
CENU88700BM,"Standalone — no extra item"
CENU88700WH,"Standalone — no extra item"
CGCEBM,"Sold as 5 Pack"
CGCECO,"Sold as 5 Pack"
CGCEGB,"Sold as 5 Pack"
CGCERO,"Sold as 5 Pack"
CGCEWH,"Sold as 5 Pack"
CGCEYB,"Sold as 5 Pack"
CGCYBM,"Sold as 5 Pack"
CGCYCH,"Sold as 5 Pack"
CGCYCO,"Sold as 5 Pack"
CGCYGB,"Sold as 5 Pack"
CGCYRO,"Sold as 5 Pack"
CGCYSN,"Sold as 5 Pack"
CGCYYB,"Sold as 5 Pack"
CGFLBM,"Standalone — no extra item"
CGFLGR,"Standalone — no extra item"
CGFLWH,"Standalone — no extra item"
CGMLAG,"Standalone — no extra item"
CGMLBM,"Standalone — no extra item"
CGMLGR,"Standalone — no extra item"
CGMLWH,"Standalone — no extra item"
CGOVBM,"Sold as 5 Pack"
CGOVCL,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CGOVWH,"Sold as 5 Pack"
CGROBM,"Standalone — no extra item"
CGROCO,"Standalone — no extra item"
CGROGB,"Standalone — no extra item"
CGROWH,"Standalone — no extra item"
CGROYB,"Standalone — no extra item"
CGSPCL,"Sold as 5 Pack"
CGSPWH ,"Not listed on Shopify"
CGSRBM,"Sold as 5 Pack"
CGSRCH,"Sold as 5 Pack"
CGSRCO,"Sold as 5 Pack"
CGSRFG,"Sold as 5 Pack"
CGSRGB,"Sold as 5 Pack"
CGSRSN,"Sold as 5 Pack"
CGSRWH,"Sold as 5 Pack"
CGSRYB,"Sold as 5 Pack"
CGWDWO,"Combined with Full set for Beat Style Lampshade (PHSF1PWR40WH)"
CH18HW30,"Not listed on Shopify"
CH18SO15,"Not listed on Shopify"
CH18SO30,"Not listed on Shopify"
CH4HW5,"Standalone — no extra item"
CH4SO5,"Not listed on Shopify"
CH9SO10,"Not listed on Shopify"
CL2BAG,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CL2BBL,"Standalone — no extra item"
CL2BBM,"Not listed on Shopify"
CL2BBT,"Standalone — no extra item"
CL2BGR,"Not listed on Shopify"
CL2BGY,"Standalone — no extra item"
CL2BLG,"Not listed on Shopify"
CL2BPI,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CL2BRE,"Standalone — no extra item"
CL2BYE,"Standalone — no extra item"
CL2RAG,"Standalone — no extra item"
CL2RBD,"Standalone — no extra item"
CL2RBK,"Standalone — no extra item"
CL2RBL,"Standalone — no extra item"
CL2RBM,"Standalone — no extra item"
CL2RBP,"Standalone — no extra item"
CL2RBR,"Standalone — no extra item"
CL2RBT,"Standalone — no extra item"
CL2RBU,"Standalone — no extra item"
CL2RBW,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CL2RCR,"Standalone — no extra item"
CL2RGD,"Standalone — no extra item"
CL2RGL,"Standalone — no extra item"
CL2RGR,"Standalone — no extra item"
CL2RGY,"Standalone — no extra item"
CL2RHE,"Standalone — no extra item"
CL2RIV,"Standalone — no extra item"
CL2RLB,"Standalone — no extra item"
CL2RLG,"Standalone — no extra item"
CL2RMD,"Standalone — no extra item"
CL2RMU,"Standalone — no extra item"
CL2ROR,"Standalone — no extra item"
CL2RPE,"Standalone — no extra item"
CL2RPU,"Standalone — no extra item"
CL2RRE,"Standalone — no extra item"
CL2RRH,"Standalone — no extra item"
CL2RRO,"Standalone — no extra item"
CL2RRS,"Standalone — no extra item"
CL2RRW,"Standalone — no extra item"
CL2RSI,"Standalone — no extra item"
CL2RTB,"Standalone — no extra item"
CL2RWH,"Standalone — no extra item"
CL2RWX,"Standalone — no extra item"
CL2RYE,"Standalone — no extra item"
CL2RYT,"Standalone — no extra item"
CL2TAG,"Standalone — no extra item"
CL2TBD,"Standalone — no extra item"
CL2TBK,"Standalone — no extra item"
CL2TBL,"Standalone — no extra item"
CL2TBM,"Standalone — no extra item"
CL2TBP,"Standalone — no extra item"
CL2TBR,"Standalone — no extra item"
CL2TBT,"Standalone — no extra item"
CL2TBU,"Standalone — no extra item"
CL2TBW,"Standalone — no extra item"
CL2TCR,"Standalone — no extra item"
CL2TGD,"Standalone — no extra item"
CL2TGL,"Standalone — no extra item"
CL2TGR,"Standalone — no extra item"
CL2TGY,"Standalone — no extra item"
CL2THE,"Standalone — no extra item"
CL2TIV,"Standalone — no extra item"
CL2TLB,"Standalone — no extra item"
CL2TLG,"Standalone — no extra item"
CL2TMD,"Not listed on Shopify"
CL2TMS,"Sold as 5 Pack"
CL2TMU,"Not listed on Shopify"
CL2TOR,"Standalone — no extra item"
CL2TPE,"Standalone — no extra item"
CL2TPU,"Standalone — no extra item"
CL2TRE,"Standalone — no extra item"
CL2TRO,"Standalone — no extra item"
CL2TRS,"Standalone — no extra item"
CL2TRW,"Standalone — no extra item"
CL2TSI,"Standalone — no extra item"
CL2TTB,"Sold as 5 Pack"
CL2TWH,"Standalone — no extra item"
CL2TWM,"Not listed on Shopify"
CL2TYE,"Standalone — no extra item"
CL2TYH,"Sold as 5 Pack"
CL2TYT,"Not listed on Shopify"
CL3B120BM,"Not listed on Shopify"
CL3B30BM,"Combined with Black Metal Ceiling Rose Square 500mm (CRFF500BM), E27 Wall Sconce Black Bulb Holder (WSST70BM3PK) and Black Industrial Metal Lampshade (WCBNBM3PK) (3 combos)"
CL3B40BM,"Combined with 50cm Length Ceiling Rose (CRFF4002BM), 12 Way Connector With ceiling rose Switch (CO122PCL2PK), GU10 lamp holder Black (LHTTAGU10BM2PK) and GU10 Cool white Dimming 5W (LDGU10WD52PK)"
CL3RAG,"Standalone — no extra item"
CL3RBD,"Standalone — no extra item"
CL3RBK,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CL3RBL,"Standalone — no extra item"
CL3RBM,"Standalone — no extra item"
CL3RBP,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CL3RBR,"Standalone — no extra item"
CL3RBT,"Standalone — no extra item"
CL3RBU,"Standalone — no extra item"
CL3RBW,"Standalone — no extra item"
CL3RCR,"Standalone — no extra item"
CL3RGCR,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
CL3RGD,"Standalone — no extra item"
CL3RGL,"Standalone — no extra item"
CL3RGM,"Standalone — no extra item"
CL3RGR,"Standalone — no extra item"
CL3RGY,"Standalone — no extra item"
CL3RHE,"Standalone — no extra item"
CL3RIV,"Standalone — no extra item"
CL3RLB,"Standalone — no extra item"
CL3RLG,"Standalone — no extra item"
CL3RMD,"Standalone — no extra item"
CL3RMU,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CL3ROR,"Standalone — no extra item"
CL3RPE,"Standalone — no extra item"
CL3RPI,"Standalone — no extra item"
CL3RPU,"Standalone — no extra item"
CL3RRE,"Standalone — no extra item"
CL3RRH,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CL3RRO,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CL3RRS,"Standalone — no extra item"
CL3RRW,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CL3RSI,"Standalone — no extra item"
CL3RTB,"Standalone — no extra item"
CL3RWH,"Standalone — no extra item"
CL3RWM,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CL3RWX,"Standalone — no extra item"
CL3RYE,"Standalone — no extra item"
CL3RYT,"Standalone — no extra item"
CL3TAG,"Standalone — no extra item"
CL3TBD,"Standalone — no extra item"
CL3TBK,"Standalone — no extra item"
CL3TBL,"Standalone — no extra item"
CL3TBM,"Standalone — no extra item"
CL3TBP,"Standalone — no extra item"
CL3TBR,"Standalone — no extra item"
CL3TBT,"Standalone — no extra item"
CL3TBU,"Standalone — no extra item"
CL3TBW,"Standalone — no extra item"
CL3TCR,"Standalone — no extra item"
CL3TGD,"Standalone — no extra item"
CL3TGL,"Standalone — no extra item"
CL3TGR,"Standalone — no extra item"
CL3TGY,"Standalone — no extra item"
CL3THE,"Standalone — no extra item"
CL3TIV,"Standalone — no extra item"
CL3TLB,"Standalone — no extra item"
CL3TLG,"Standalone — no extra item"
CL3TLP,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CL3TMD,"Standalone — no extra item"
CL3TMS,"Standalone — no extra item"
CL3TMU,"Standalone — no extra item"
CL3TOR,"Standalone — no extra item"
CL3TPE,"Standalone — no extra item"
CL3TPU,"Standalone — no extra item"
CL3TRE,"Standalone — no extra item"
CL3TRH,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CL3TRO,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CL3TRS,"Standalone — no extra item"
CL3TRW,"Standalone — no extra item"
CL3TSI,"Standalone — no extra item"
CL3TTB,"Standalone — no extra item"
CL3TWH,"Standalone — no extra item"
CL3TWM,"Standalone — no extra item"
CL3TWX,"Not listed on Shopify"
CL3TYE,"Standalone — no extra item"
CL3TYH,"Standalone — no extra item"
CL3TYT,"Standalone — no extra item"
CMWH,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
CNP1000BM,"Standalone — no extra item"
CNP1000CH,"Standalone — no extra item"
CNP1000CO,"Standalone — no extra item"
CNP1000FG,"Standalone — no extra item"
CNP1000GB,"Standalone — no extra item"
